City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
207,Flinders,AU,-34.5833,150.8552,65.37,77,100,15.26,overcast clouds,2023-01-19 02:13:53
208,Nago,JP,26.5881,127.9761,65.25,58,0,9.91,clear sky,2023-01-19 02:17:05
209,Vallenar,CL,-28.5708,-70.7581,69.35,58,0,2.1,clear sky,2023-01-19 02:17:05
210,Fereydunshahr,IR,32.941,50.121,11.3,42,0,2.3,clear sky,2023-01-19 02:17:05
211,Baykit,RU,61.67,96.37,-45.67,99,72,1.79,broken clouds,2023-01-19 02:17:06
212,Juneau,US,58.3019,-134.4197,38.21,94,100,13.8,light snow,2023-01-19 02:17:06
213,Saint George,US,37.1041,-113.5841,41.95,56,0,9.22,clear sky,2023-01-19 02:17:06
214,Cairns,AU,-16.9167,145.7667,84.15,70,100,10.36,overcast clouds,2023-01-19 02:15:53
215,Jiayuguan,CN,39.8167,98.3,9.09,64,54,5.21,broken clouds,2023-01-19 02:17:07
216,Ca Mau,VN,9.1769,105.15,74.73,71,100,4.97,overcast clouds,2023-01-19 02:17:07
217,Bambous Virieux,MU,-20.3428,57.7575,78.22,94,75,11.5,light intensity shower rain,2023-01-19 02:17:07
218,Nemuro,JP,43.3236,145.575,21.6,62,79,8.43,broken clouds,2023-01-19 02:14:20
219,Kristiinankaupunki,FI,62.2743,21.376,28.09,96,100,9.37,overcast clouds,2023-01-19 02:17:08
220,Saint-Avold,FR,49.1027,6.7006,32.34,91,12,5.88,few clouds,2023-01-19 02:17:08
221,Lavrentiya,RU,65.5833,-171.0,-21.71,93,17,7.63,few clouds,2023-01-19 02:17:08
222,Mount Isa,AU,-20.7333,139.5,92.97,33,3,11.5,clear sky,2023-01-19 02:17:09
223,Harper,LR,4.375,-7.7169,78.42,84,65,5.77,broken clouds,2023-01-19 02:17:09
224,Nome,US,64.5011,-165.4064,-9.33,65,0,4.61,clear sky,2023-01-19 02:17:10
225,Ostrovnoy,RU,68.0531,39.5131,29.68,89,100,15.93,overcast clouds,2023-01-19 02:17:10
226,Khuzdar,PK,27.7384,66.6434,47.12,62,100,3.24,overcast clouds,2023-01-19 02:17:10
227,San Cristobal,VE,7.7669,-72.225,68.18,84,19,1.52,few clouds,2023-01-19 02:17:11
228,Victoria,HK,22.2855,114.1577,62.94,70,0,3.0,clear sky,2023-01-19 02:17:11
229,Keningau,MY,5.3378,116.1602,80.44,79,86,1.57,overcast clouds,2023-01-19 02:17:11
230,Panguna,PG,-6.3164,155.4848,81.99,65,56,5.1,light rain,2023-01-19 02:17:12
231,Tromso,NO,69.6496,18.957,30.22,69,100,20.71,light snow,2023-01-19 02:17:12
232,Moura,PT,38.1401,-7.4486,39.31,86,0,5.17,clear sky,2023-01-19 02:17:12
233,Ketchikan,US,55.3422,-131.6461,39.18,91,97,4.76,light rain,2023-01-19 02:17:13
234,Saint-Joseph,RE,-21.3667,55.6167,81.46,87,94,11.95,light rain,2023-01-19 02:17:13
235,Bereda,ES,43.2686,-7.5406,41.41,100,89,2.84,overcast clouds,2023-01-19 02:17:13
236,Yulara,AU,-25.2406,130.9889,84.51,31,56,13.29,broken clouds,2023-01-19 02:15:47
237,Cockburn Town,TC,21.4612,-71.1419,76.48,60,5,15.1,clear sky,2023-01-19 02:17:14
238,Leningradskiy,RU,69.3833,178.4167,-20.94,98,100,23.17,light snow,2023-01-19 02:17:14
239,Dire,ML,12.2833,-10.9667,72.73,16,0,1.54,clear sky,2023-01-19 02:17:15
240,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,75,10.36,broken clouds,2023-01-19 02:17:15
241,Brigantine,US,39.4101,-74.3646,45.14,72,0,10.36,clear sky,2023-01-19 02:17:15
242,San Luis,AR,-33.295,-66.3356,75.18,62,92,9.35,overcast clouds,2023-01-19 02:17:15
243,Sioux Lookout,CA,50.1001,-91.917,14.07,92,100,5.75,overcast clouds,2023-01-19 02:17:16
244,Adrar,MR,20.5022,-10.0711,61.18,36,99,8.66,overcast clouds,2023-01-19 02:17:16
245,Plouzane,FR,48.3833,-4.6167,41.05,75,0,6.91,clear sky,2023-01-19 02:17:17
246,Inhambane,MZ,-23.865,35.3833,77.32,88,37,3.96,scattered clouds,2023-01-19 02:17:17
247,Lewistown,US,40.5992,-77.5714,42.82,87,100,4.61,overcast clouds,2023-01-19 02:17:17
248,Severodvinsk,RU,64.5635,39.8302,28.51,94,100,12.62,overcast clouds,2023-01-19 02:17:18
249,Chara,RU,56.9064,118.2631,-37.98,89,95,0.74,overcast clouds,2023-01-19 02:17:18
250,Llallagua,BO,-18.4167,-66.6333,43.56,73,71,12.88,broken clouds,2023-01-19 02:17:18
251,Moose Factory,CA,51.2585,-80.6094,-11.43,100,38,3.51,scattered clouds,2023-01-19 02:17:18
252,Muros,ES,42.7762,-9.0603,39.09,96,81,10.45,broken clouds,2023-01-19 02:17:19
253,Provideniya,RU,64.3833,-173.3,-11.09,58,20,11.18,few clouds,2023-01-19 02:17:19
254,Aljezur,PT,37.3191,-8.8033,46.8,76,43,5.19,scattered clouds,2023-01-19 02:17:19
255,Kyra,RU,49.5776,111.9753,-15.34,72,6,12.84,clear sky,2023-01-19 02:12:20
256,Ayan,RU,56.45,138.1667,-27.24,65,1,8.23,clear sky,2023-01-19 02:17:20
257,Bubaque,GW,11.2833,-15.8333,77.56,67,1,5.93,clear sky,2023-01-19 02:17:21
258,Portland,US,45.5234,-122.6762,43.09,93,75,7.0,broken clouds,2023-01-19 02:12:36
259,Kaitangata,NZ,-46.2817,169.8464,67.96,69,13,7.96,few clouds,2023-01-19 02:17:21
260,Igrim,RU,63.1906,64.4162,-3.37,100,77,3.04,broken clouds,2023-01-19 02:17:21
261,Kosh-Agach,RU,50.0,88.6667,-13.16,98,100,2.93,overcast clouds,2023-01-19 02:17:22
262,Faya,SA,18.3851,42.4509,46.92,63,2,2.82,clear sky,2023-01-19 02:17:22
263,Castro,BR,-24.7911,-50.0119,62.58,90,100,2.13,overcast clouds,2023-01-19 02:17:23
264,Ossora,RU,59.2353,163.0719,-1.32,83,100,9.31,overcast clouds,2023-01-19 02:17:23
265,Lichtenburg,ZA,-26.152,26.1597,64.67,63,29,8.28,scattered clouds,2023-01-19 02:17:23
266,Aksarka,RU,66.5606,67.7975,12.9,85,92,10.11,overcast clouds,2023-01-19 02:17:24
267,Goedereede,NL,51.8175,3.9806,39.97,86,100,1.01,moderate rain,2023-01-19 02:17:24
268,Palmer,US,42.1584,-72.3287,42.42,77,75,9.22,broken clouds,2023-01-19 02:17:25
269,Youkounkoun,GN,12.5333,-13.1333,74.21,16,0,5.01,clear sky,2023-01-19 02:17:25
270,Mizan Teferi,ET,6.9833,35.5833,62.85,60,83,2.62,broken clouds,2023-01-19 02:17:25
271,Brokopondo,SR,4.75,-55.1667,73.44,90,87,8.03,overcast clouds,2023-01-19 02:17:25
272,Barentu,ER,15.1139,37.5928,62.71,78,1,4.0,clear sky,2023-01-19 02:17:26
273,Payo,ID,-3.7508,103.6372,72.73,98,100,2.51,overcast clouds,2023-01-19 02:17:26
274,Iqaluit,CA,63.7506,-68.5145,-20.31,68,0,3.44,clear sky,2023-01-19 02:17:27
275,Jinji,CN,23.2281,110.8261,49.84,61,100,2.84,overcast clouds,2023-01-19 02:17:27
276,Pokhara,NP,28.2333,83.9833,49.41,35,0,3.47,clear sky,2023-01-19 02:17:27
277,Nacozari,MX,25.3366,-108.2574,63.5,42,10,13.33,clear sky,2023-01-19 02:17:28
278,Barcelona,ES,41.3888,2.159,44.74,64,0,11.01,clear sky,2023-01-19 02:13:04
279,Langenthal,CH,47.2153,7.7961,28.47,87,99,3.0,overcast clouds,2023-01-19 02:17:28
280,Prince Rupert,CA,54.3161,-130.3201,37.49,93,100,5.75,light rain,2023-01-19 02:12:40
281,Daru,PG,-9.0763,143.2092,84.67,68,100,11.99,overcast clouds,2023-01-19 02:17:29
282,Kathu,TH,7.9178,98.3332,80.42,73,83,9.57,broken clouds,2023-01-19 02:17:29
283,Pundaguitan,PH,6.3711,126.1689,81.03,78,42,9.57,scattered clouds,2023-01-19 02:17:29
284,Petatlan,MX,17.5167,-101.2667,78.6,83,100,3.42,overcast clouds,2023-01-19 02:17:30
285,Olinda,BR,-8.0089,-34.8553,80.33,78,40,8.05,scattered clouds,2023-01-19 02:17:30
286,Bedesa,ET,8.9,40.7833,55.08,53,29,4.85,scattered clouds,2023-01-19 02:17:30
287,Grand-Santi,GF,4.25,-54.3833,70.47,98,83,2.24,broken clouds,2023-01-19 02:17:31
288,Dickinson,US,29.4608,-95.0513,66.31,75,40,0.0,scattered clouds,2023-01-19 02:17:31
289,Matara,LK,5.9485,80.5353,71.65,73,100,11.43,overcast clouds,2023-01-19 02:17:32
290,Grand Gaube,MU,-20.0064,57.6608,78.39,84,96,5.01,light rain,2023-01-19 02:17:32
291,Peremyshlyany,UA,49.6652,24.5585,39.24,77,100,6.51,overcast clouds,2023-01-19 02:17:32
292,Pedernales,DO,18.0384,-71.744,73.96,65,0,5.08,clear sky,2023-01-19 02:17:33
293,Pychas,RU,56.5033,52.4409,1.51,89,100,4.34,overcast clouds,2023-01-19 02:17:33
294,Qaqortoq,GL,60.7167,-46.0333,26.53,85,100,9.31,light snow,2023-01-19 02:17:33
295,Tigre,AR,-34.426,-58.5796,80.22,77,0,10.36,light rain,2023-01-19 02:17:33
296,Ajdabiya,LY,30.7554,20.2263,55.11,47,100,13.09,overcast clouds,2023-01-19 02:17:34
297,Seoul,KR,37.5683,126.9778,31.44,53,88,5.59,overcast clouds,2023-01-19 02:14:22
298,Timisoara,RO,45.7494,21.2272,50.99,96,0,12.66,clear sky,2023-01-19 02:17:34
299,Longhua,CN,23.6137,114.1919,56.48,54,0,2.93,clear sky,2023-01-19 02:17:34
300,Margate,GB,51.3813,1.3862,35.69,87,9,4.0,clear sky,2023-01-19 02:17:35
301,Pionerskiy,RU,54.9508,20.2275,36.75,77,85,13.29,overcast clouds,2023-01-19 02:17:35
